CAS,Delha1,Delha2,Delhac,Delhb1,Delhb2,Delhba,Delhn,Delho,Delhp,Delhs,MolMass,X1sedim,X1soil,X1water,X2sedim,X2soil,X2water,bp,dhaw,dhoa,dhow,kac,kaw0,kba,kde,kds,kdw,kn,koa0,kow0,kp,ks,mp,pka1,pka2,pkb1,pkb2,pv,toa1,toa2,toac,tob1,tob2,toba,tode,tods,todw,ton,top,tos
101-43-9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,212.59,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.304,3.54,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0
154598-52-4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,396.35,-9999,-9999,-9999,-9999,-9999,-9999,9.819505360623782e-09,9.819505360623782e-09,9.819505360623782e-09,-9999,11.232,4.69,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0
85509-19-9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,373.97,-9999,-9999,-9999,-9999,-9999,-9999,9.819505360623782e-09,9.819505360623782e-09,9.819505360623782e-09,-9999,8.979,4.89,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0
102767-28-2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,367.03,-9999,-9999,-9999,-9999,-9999,-9999,9.819505360623782e-09,9.819505360623782e-09,9.819505360623782e-09,-9999,7.472,-0.49,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0
1067-53-4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,294.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,6.734,-1.14,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0
154361-50-9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,492.85,-9999,-9999,-9999,-9999,-9999,-9999,9.819505360623782e-09,9.819505360623782e-09,9.819505360623782e-09,-9999,17.483,0.56,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0
584-84-9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,227.05,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,7.083,3.74,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0
85-43-8,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,235.87,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.072,1.96,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0
498-66-8,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,109.63,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.8449999999999998,2.85,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0
25513-64-8,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,219.26,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,8.142,1.63,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0
106-65-0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,144.16,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.02,0.4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0
108-88-3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,125.72,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,3.2249999999999996,2.54,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0
6535-46-2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,666.07,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,21.317,9.21,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0
123732-85-4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,427.44,-9999,-9999,-9999,-9999,-9999,-9999,9.819505360623782e-09,9.819505360623782e-09,9.819505360623782e-09,-9999,12.678,0.87,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0
205-82-3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,252.3074,-9999,-9999,-9999,-9999,-9999,-9999,442.75,50004.0,-9999,-9999,-9999,-4.64,-9999,9.819505360623782e-09,9.819505360623782e-09,9.819505360623782e-09,-9999,10.59,6.11,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0
7758-16-9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0
107-21-1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,153.53,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.1605,-1.2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0
121-03-9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,387.97,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,8.547,-0.8,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0
693-23-2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,383.26,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,11.841,3.17,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0
50-32-8,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,252.3074,-9999,-9999,-9999,-9999,-9999,-9999,442.75,38020.0,-9999,-9999,-9999,-4.62,-9999,9.819505360623782e-09,9.819505360623782e-09,9.819505360623782e-09,-9999,10.724499999999999,6.11,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0
4292-10-8,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,701.55,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,23.719,1.14,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0
2795-39-3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,537.7084500000001,-9999,-9999,-9999,-9999,-9999,-9999,456.6,-9999,-9999,-9999,-9999,-9999,-9999,9.819505360623782e-09,9.819505360623782e-09,9.819505360623782e-09,-9999,-9999,2.35,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0
95962-14-4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,308.22,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,6.961,5.05,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0
96-33-3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,76.05,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,3.021,0.73,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0
15214-89-8,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,401.53,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,10.484,-2.19,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0
32774-16-6,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,360.8748,-9999,-9999,-9999,-9999,-9999,-9999,396.9,54847.0,-9999,-9999,-9999,-3.18,-9999,9.819505360623782e-09,9.819505360623782e-09,9.819505360623782e-09,-9999,10.068,7.62,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0
79-77-6,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,262.93,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,6.4445,4.42,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0
80-43-3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,341.08,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,8.433,5.88,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0
13392-28-4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,240.21,-9999,-9999,-9999,-9999,-9999,-9999,9.819505360623782e-09,9.819505360623782e-09,9.819505360623782e-09,-9999,6.561,3.34,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0
68479-98-1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,328.81,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,9.417,2.23,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0
110-54-3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,71.53,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.7389999999999999,3.29,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0
95-80-7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,270.43,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,7.667,0.16,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0
1314-80-3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0
